"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20338983050847","2.29664433319049","","4.05931190833614","3.28186700423013","3.90939855980585","3.52809600318196","3.69737423084246","3.56002487253697","3.12724938530975","2.69771474886414","2.72837221377968","2.74199670493715","2.87193136291811","2.94761315625864","3.04257470127966","3.39557936270657","4.15704990783508","4.26564605593771","3.85394644115574","3.58376691873744","3.99724455730484","3.94337826474581","4.23922578573229","4.09034921699325","3.84973057654684","4.11988615256896","4.76896835374862","4.85804841168719","",
"American Samoa","ASM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.3695451396906","2.41513985411521","2.36369536996971","2.44663463919568","2.64824279705097","2.952292961532","3.45138290370603","3.79376396722358","3.83727358459887","3.38591988002192","2.96603557682305","2.76315170889944","2.68562060485785","2.37934679594664","2.26280269948392","2.26731559253735","2.21661210675248","2.24720220833707","2.21568856991058","2.19272937103289","2.24895690403517","2.29660194471064","2.39326521613692","2.51981181916526","2.50523365070013","2.52326837870517","2.54042975157867","2.37298883241393","2.16181488266294","2.0518275094775","2.07590585971773","2.16804285831077","2.16874608012627","2.17802988646311","2.11659858893427","2.02131256804327","1.93044006740518","1.86733439499343","1.87112181310612","1.88923574072912","1.82984191251005","1.87009387891872","1.87396462061393","1.84628968871455","1.82741076940486","1.80249267959937","1.82233092604478","1.81534224491167","1.79854717158338","1.92690895601887","1.85679136240993","1.7570782279711","1.671015795455","1.63972058115549","1.77223385667728","1.95102786259565","2.08368922475255","1.99757726645313","1.89062224595723","1.87974326651011","2.06304277734412","",
"Austria","AUT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.4581856994971","1.30933752302764","1.35207185896469","1.57966775838201","1.88730024255788","1.50721338742394","1.62440513164265","1.60916641574175","1.54267474905488","1.49925656716418","1.38013012131531","1.24610695391068","1.20228666458138","1.1849885730058","1.27688251935917","1.45127836371395","1.36519681077057","1.34595189062191","1.42921261189068","1.43384573169429","1.42024610611492","1.38005173349012","1.41299673018358","1.39117588416479","1.41415833617155","1.51262356650052","1.5087585414904","1.41667790274506","1.29918114420184","1.23415492526247","1.19566026670559","1.15421711847241","1.09921407158669","1.11558454134251","1.09445307622703","1.07323205206951","1.04968297742271","1.04643398189713","1.01807286299799","0.980246123382213","0.98031858008593","0.908240040709509","0.88352783657309","0.913640318789259","0.893480466242935","0.850142574026263","0.785813244459197","0.90045717278703","0.870705123070585","0.833379564692924","0.821232711530621","0.790897558452031","0.778464250647036","0.750825383084571","0.747780095379783","0.698138152053235","0.729737691793485","0.757321291425713","0.744858294108948","0.727409410363743","0.836613874204963","",
"Azerbaijan","AZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40022562120839","5.00046778569608","1.946584590385","2.73690130284","2.25423034135488","2.32404979925782","2.41235591259715","2.62510993144516","2.26786206311863","2.31206260817217","2.24331377031766","2.4263625550969","2.62948113760521","2.29906967458575","3.41775933255807","2.86419491898944","3.29121114577001","3.32542168167072","2.79100435652891","4.67013555547022","4.65861825196324","4.54092330961466","4.55501312398224","5.46487679293858","3.68852730317814","3.75630173249661","3.56240123412697","3.87341170306515","5.39049499415887","",
"Burundi","BDI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","3.94379391100703","0.434782608695652","0.445620493940788","1.35233700506103","1.38228792484112","1.33260688417409","1.4142233312539","1.75449137775641","","1.03240865427776","1.45867098865478","1.94621227673989","2.2250827510114","2.05680705190989","2.22360119971041","2.53338174190165","2.79637365243246","2.64371530123667","2.91880336888339","3.03033024268684","3.50702489000361","3.10480892586401","2.97540078538161","2.7511726460413","2.80541315800684","2.64913991225016","3.14524514901215","3.3495221333571","3.44871247254088","3.78627086474328","3.59563794790509","3.7202758201085","3.92111119751454","4.20907289936566","5.85688491874941","6.35965296132281","6.57227250690963","6.25764365683521","4.86240221311558","6.07173715802774","5.44167885941746","5.53343538949835","4.90326684339249","4.43619004108442","3.51171845179021","3.41459524778307","2.72089052653941","","","","2.5271777075949","2.36763819325911","2.11909037099703","2.20186273364944","2.11562520759206","1.8706521577989","1.88216144691977","2.49715201414113","1.97921598967036","",
"Belgium","BEL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","3.39734786713587","3.25907007379727","3.28475216700874","3.2166309632907","3.21347165933831","2.97306360209053","3.11258602859894","3.13458162424807","3.11509001127571","2.93181499649615","2.91864009674006","2.89892591889451","2.88076004125292","2.83531113278907","2.76141618803791","3.06503453940771","3.09336953424019","3.14324864709375","3.26152206121967","3.26134501753371","3.25019538550409","3.36604943606586","3.26994459142415","3.19141317049267","3.00790244923592","2.9312338541026","2.95377262399122","2.90179479261597","2.62874841616219","2.46085432355232","2.35544045891723","2.28769284712482","1.83233253009366","1.73596589343319","1.67714315012305","1.56575215144642","1.54010265143452","1.47697579587888","1.46391926511004","1.38583555922092","1.34121027642881","1.27650416647228","1.21571220776463","1.21498815616525","1.14927213880449","1.09156005763437","1.05123918569066","1.09453530115676","1.2138983166693","1.16003992188797","1.08463286136283","1.04350679479608","1.0417564900031","1.00895947872124","0.970959791148112","0.909284202068915","0.89470623618152","0.883680594960214","0.890644486309656","0.893042950353347","1.08084225652653","",
"Benin","BEN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.871584699453552","1.39528795811518","1.7516339869281","1.73684210526316","2.18169900980828","2.10650887573965","1.90023259677687","1.97625210567402","2.07212475633528","1.89473684210526","1.62528151941587","1.60104203413747","1.48779430882565","1.67752808988764","1.44237918215613","1.49290780141844","1.28164794007491","1.67878787878788","1.19430693069307","1.93046003441345","2.03165141910241","1.55137131923036","1.04929864960155","1.18897067654805","1.45869894023797","1.30493193241088","1.35509654006948","1.56959850024171","1.56409120470208","1.30789606118489","1.22515712126057","","","","","","","","","0.485389230497635","0.412852302408383","0.357971127306215","0.622819458209776","0.647223226808757","0.676149850432113","0.680970684993479","0.665723323947751","","0.663958979626467","","","","0.702056157787745","0.687239683496254","0.700924948797968","0.798484704909418","0.673596727016815","0.920613124425981","0.6328575401476","0.472934841224128","0.47063491684139","",
"Burkina Faso","BFA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.682017543859649","0.834368530020704","2.345703125","2.38305709023941","2.60515873015873","1.52482269503546","1.64948453608247","1.32507288629738","1.17848101265823","1.24672228843862","1.17223910840932","1.17716535433071","1.13985374771481","1.23518687329079","1.15190839694656","2.81118373275236","3.12382864792503","3.04326663061114","3.28314606741573","2.69861386138614","2.74669117647059","2.84268969771746","3.0033036339974","2.93218341631388","3.01716743691831","1.83652541094857","2.62189349112426","2.25258646172037","2.31081264414598","2.74077407740774","2.70489296636086","2.16686926732236","2.04965156794425","1.86252988480765","1.42288472939781","1.38304269392664","1.28708847039697","1.41705504471596","1.2763626403725","1.38553138632928","1.39216275310692","1.29978989618434","1.3244099720017","1.2072833480922","1.35796836661608","1.35139448644928","1.2490866758738","1.59226758156392","1.39790377134923","1.52145472580919","1.37751626168897","1.29475950344662","1.32302373548788","1.39010277644463","1.4312854553773","1.41981523059178","1.37536237637344","1.55627317925717","2.16504174626094","2.60603750918948","2.73395381282699","",
"Bangladesh","BGD","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","0.656720536673466","0.604303491769365","0.844783330921373","1.52367897526514","1.56997781312899","1.26898518073211","0.934292961052104","0.857420859311264","0.915831691308672","1.06086968537316","1.27067371198923","1.17804196040112","1.0542727837491","1.11219167555771","1.1682325387956","1.24638809717465","1.2908618013077","1.22316502629369","1.21442280200769","1.36050314985351","1.42939051496523","1.52902366386599","1.56669314074255","1.5390735944898","1.57166792587459","1.56753519839217","1.58483439104611","1.3571191812402","1.28842277551655","1.18576438785782","1.13828694171388","1.12350586299567","1.09089436952842","1.10823877446278","1.11448018568293","1.05952989264661","1.15673093933701","1.32083739648164","1.355517777279","1.32441949149986","1.25819752209315","1.27941246310601","1.35096994738671","1.37232148233046","1.24025612590731","1.26399978490041","1.34890669342171","1.30186286205006","",
"Bulgaria","BGR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39627074963996","3.83344348975545","3.04323157297492","2.97263384321224","2.60927161179391","2.49261728620574","2.37413128378025","2.40293410901733","2.4307013549238","2.45305914743146","2.64517195633853","2.6711704653623","2.88446138699667","2.80125964985142","2.71202074866405","2.39199348419018","2.25289822173234","2.09699129664056","2.22961126073755","2.13352480195793","1.73951152439366","1.65246822528634","1.32071731948799","1.33635532031811","1.45934011226913","1.31370452145982","1.24884811665871","1.24670728942184","1.226243678323","1.45156836676972","3.14847554420995","1.82470413961981","",
"Bahrain","BHR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","1.52617985442592","1.75228724031609","2.07792207792208","4.95813133539004","5.89275191514437","5.69889130660035","6.9025815655055","8.53516194922673","4.79033601777284","4.17930569598921","4.58815818221543","5.83776248148471","5.25325388113533","5.60304575820703","5.64466166448682","5.28479154433353","5.70375064815348","5.8780719923865","5.36985516733492","5.11130218782841","5.18323179048832","5.27393976376237","5.06848741255812","5.33310395251817","5.50362154366541","3.96167096884853","4.14808163198998","4.61110660635053","4.65883280302628","4.04492884796012","3.21438109533007","3.10294772848129","2.95699023434392","2.80016136873791","3.61053524967651","3.2777559421609","3.59149722735675","3.84457370207797","4.14145178849907","4.41858946070427","4.63287736546327","4.67144086727827","4.33877531046373","4.07429482993766","4.05505441686102","4.07439737467417","",
"Bahamas, The","BHS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9043729051368","2.41669769045157","1.8896028081156","1.54421965764078","1.38653348846551","1.23615286300028","1.22061200017939","1.37658615861118","1.28034144398166","1.13643026444417","1.14557192089501","1.08705579799922","1.02582688734534","1.00061374627019","0.933900814986665","0.864182657718917","0.852548557100982","0.820066200251352","0.875244991436492","",
"Belarus","BLR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62249864791779","2.79097146104819","3.62160825483893","1.69946376942909","1.26069255990701","1.76896655126353","1.49509870243434","1.36676073838589","1.34698415075765","1.43829074692244","1.40024580052512","1.29906390002339","1.35822231382833","1.49845313530187","1.70941249195756","1.64976591437478","1.45349285157346","1.37257698145111","1.3413834329232","1.22449510976582","1.22921872178113","1.27079665150066","1.26884247027803","1.25748235926647","1.25351504491885","1.14628901484848","1.18226172889567","1.22616836312075","1.25428102951708","",
"Belize","BLZ","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","1.15896992837435","1.43758716875872","1.53438103553192","1.54391891891892","1.55982599550648","","","","1.19933223186011","1.17630735076468","1.09405339805825","1.02154714795869","1.09549231593996","1.36043657969517","1.29885080645161","1.24214486199906","1.4356662591687","","","0.855252088215852","0.855039571027126","0.839626561578468","0.863555813601252","0.896738668053127","0.961314171602944","1.00891515051953","1.06614040525357","1.36760585248237","1.31081676671688","1.11367138699718","1.05532911847927","0.999351703948428","1.12566309127504","1.19778950374248","1.14385616079602","1.22319223222864","1.25536491469368","1.29466567099759","1.33167104565641","1.5748306024001","",
"Bermuda","BMU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","1.20346398630851","1.15869999293218","1.32641201559317","","","","","1.35015218468453","1.31822489730177","1.61221645007261","1.39158576575288","1.59554189417413","1.62263620944444","1.83665409751227","2.37123711512529","2.36715657458444","2.24749944085215","2.59897009809179","2.70846107783402","3.17239989323544","3.90220332170092","1.9818473003102","1.49932070318929","2.17084173606847","2.01399252543919","2.34554922832377","2.37726317649524","2.02098131957809","2.15628869950008","2.81588331884607","2.6883248571772","2.50611883346961","1.91634980988593","2.25030123424626","2.09616225791141","1.98680754250518","2.27361030066829","2.69111085956905","2.13328709491197","2.0629712007857","2.26490649801172","2.0294518747475","2.14579254463334","1.9249821546805","1.7725430321537","1.56765611818485","1.68658078420332","1.96227204996962","1.99410572948648","1.66624880146433","1.68412000156545","1.84559467544087","1.84090675605178","1.89684061027999","1.74383901734155","1.6279329716805","1.53627769434853","1.53659628459923","1.46363757366852","1.57351874040217","",
"Brazil","BRA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.67913472590723","2.36406619385343","2.39868330737835","2.26083918239834","2.01449809094829","3.35209215674899","3.0219816316073","2.85697200831844","2.64974015836375","2.61559000626652","2.88728955692843","2.61904685858105","2.43581199022501","2.15465130649243","1.94135341120892","1.97214379625895","2.00275336513055","1.68772647800164","1.59967155032807","1.52193168607333","1.13843442074363","1.14314876818876","1.30353436107498","1.25458032300474","1.19954104516533","1.42952312218953","1.22038872750142","1.74399403145367","2.1180722049862","2.68625","2.36384102519699","1.96333333333333","1.52152886115445","1.92792281498297","2.016007789121","1.86213698033379","1.65484349950291","1.57768831551774","1.66229191975824","1.64547466656987","1.73072614713627","1.95188244532532","1.89577119915617","1.50347763554507","1.46126840890621","1.52401339252107","1.48108489489303","1.46629209992902","1.44192409343118","1.53862569660074","1.53940698112515","1.41185115924524","1.37865646470437","1.32944608407492","1.330244423168","1.36551715396161","1.34797541299482","1.41448561149999","1.49420335261882","1.40798851592398","1.43916822562215","",
"Barbados","BRB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.57408440230526","2.88778814029385","4.67072980761742","3.79251495457601","6.62997709980055","6.21043627031651","6.43773526926327","6.40435012461295","6.24514478073449","5.74023173528116","5.98247135891837","5.47726596521598","6.24949383149313","7.18396455211652","7.52984389348026","6.13041835206517","4.06920549004446","3.8863976083707","3.87078275829112","3.71141961800389","2.53273008763096","2.3494276381516","2.3039631946555","2.38015224434092","2.26179236887845","2.94107203176036","2.85048790060089","2.24224141990167","2.15903448896045","2.27750759504916","3.08686095781185","3.27929046083748","3.53938469923775","2.86516990658642","2.63661248547429","3.07864214346968","4.08087830418348","",
"Bhutan","BTN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","1.35657256914742","2.87490900266925","3.50149938260716","3.20762052877138","2.97829811536265","2.69474386042894","2.32633769837828","2.4372708318355","2.18473148857049","2.66359580269355","4.79441457471087","4.89967702289422","3.56901008012406","4.44515803477224","4.60346992729676","4.48280904912553","4.93349197298009","4.00812039559554","3.50647971949777","2.89952149833484","3.19720462718414","3.77939884443731","3.09207375530236","3.19124295081058","3.83122303260369","4.11020648951656","4.00736658870518","3.50587404134874","2.85800418504025","2.69512137351371","2.80145519309751","3.03696823780227","3.21559056061332","2.72685868262156","2.36664633405172","2.26676113133774","2.05639551311088","2.1308555090974","2.66026657449774","3.28777594951838","3.00587880312343","2.67608892317505","2.81226100290808","3.5022858594132","",
"Central African Republic","CAF","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56806934196677","1.64212531741423","1.49708784517113","1.25588265167931","1.16678191990947","1.21019207119553","","","","","","1.10913118458604","1.35309986027112","1.20169301509674","1.15123644974898","","1.12587850789793","1.58718196747126","1.81620673109291","2.59742504280073","2.27155876639996","1.97012893452524","3.1558239633056","2.25538963975128","1.68608901432654","1.52833263216835","1.43596760684367","1.43304053959819","1.91552922883814","1.87214862651686","",
"Canada","CAN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","4.18525654025553","4.12831224346052","3.99921638867122","3.62065011154897","3.40206283659061","2.93026065941654","2.68328242154957","2.74792676977819","2.54364188044292","2.27378467044438","2.18897969593808","2.13148563939489","2.01181843821932","1.83260181767425","1.7838130850829","1.86354185265607","1.76592797783934","1.80576360007784","1.84888740061337","1.71124591794032","1.76444861477782","1.7099156381512","1.954343585383","2.08119624877852","2.11718885542571","2.09737623375073","2.10919711788911","2.06257637101059","1.98676711890836","1.93461430865038","1.95879374221417","1.89544433858064","1.86168769986295","1.82175350392748","1.69668025731865","1.55409007114777","1.40375258106455","1.24624320151167","1.25629390156868","1.24170306410258","1.11808087955152","1.13736897251656","1.12085229164355","1.11587879854277","1.10796602708278","1.11066965508092","1.12583240797021","1.18890178274099","1.24862138163726","1.37755563107525","1.19433833839121","1.19329189549638","1.11840459807104","1.00236720047397","0.989925299438869","1.15270937445521","1.16416156719089","1.35160223192956","1.32468109445935","1.27894141964114","1.415055840779","",
"Central Europe and the Baltics","CEB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65971749300304","3.4137605577172","2.74263492732593","2.56534219691833","2.35050689984418","2.28013506183187","2.37144162627747","2.24860601163743","2.33193181851568","2.17319568675354","1.9536517010964","1.86044310171322","1.89237415229596","1.89585777920329","1.86089046540047","1.75361178180098","1.77412129134109","1.69445094532663","1.65339135757986","1.53071191087933","1.52213467257676","1.47348525957479","1.4085447501516","1.39693555726149","1.37252713260002","1.41987958477691","1.53428361850679","1.48035905253573","1.5172153379843","1.64397419557489","1.75548533597101","1.95599747939331","",
"Switzerland","CHE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","2.34145036125234","2.46907706945766","2.56756756756757","2.51633668194675","2.53585569731632","2.4679592507394","2.53079335934511","2.38237384506041","2.17651757188498","2.19792370538731","2.10334748800529","2.05252682169037","1.9681261245823","1.86144856220206","1.87597448618001","1.90075273804003","2.16258100873485","2.02208656286439","1.9673644305258","2.03979942603046","1.67860654586318","1.66280222143271","1.72819451127189","1.74880558932822","1.70124830295676","1.82497186832109","1.66102195140386","1.56186605542128","1.5648052643261","1.5241653668033","1.57214718757236","1.53782488553083","1.52370927239544","1.36696434518412","1.33228409403183","1.35581088252354","1.28433576066256","1.22094631154933","1.18432003291596","1.08540161237362","1.02928085285136","0.991880361874705","0.956388839221095","0.926631178067204","0.888924252718084","0.852623305168009","0.772549505912576","0.734436405549152","0.718637740365164","0.72656652902985","0.682000295926583","0.688864300913174","0.663502196696106","0.706124077399806","0.628104287683469","0.643890850794054","0.657387011229797","0.656917773004311","0.632561531257734","0.69925073287964","0.77852063912652","",
"Channel Islands","CHI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
