Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/16/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brunei Darussalam,BRN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,966802084.6,1052165479,1332766715,1639747479,1844766931,2665317760,4601625257,4066833909,3809813084,3393752958,,,,,,1845357125,2176000000,2468163927,2421117250,2248421834,2087861726,2827007196,3065957447,2972117457,2044694073,2567551622,4042036717,3894175364,3922149447,4543527035,5416090226,6688037371,8227327082,8310397452,11269686706,7811357074,9239791713,12876222275,13364276569,12311381074,11657150750,6751036439,5652190835,6012294735,7045834309,7804997288,6886074802,11228914277
Bhutan,BTN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,18510178.12,22602771.36,20400634.25,19968316.83,21887323.94,25820533.55,35504361.62,59617283.95,79686063.22,77398028.34,80434037.69,80410290.24,80220293.21,74261397.18,79964297.1,114460067.8,112291843.1,131398512.8,124772176.4,130380863.9,129012507.8,125216999.4,128202190.9,158797507.5,218024620.5,313215333.3,488540499.3,657474450.1,613943620.5,565371973.7,673077343.6,750024105.2,706230865.4,727604108,714242710.5,689952056,639422224.5,737147921.7,754068095.2,860578270.8,689741914.9,
Botswana,BWA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,7991027.618,8954806.212,9953736.156,11044317.07,11989404.71,14519056.26,15062761.51,14435146.44,15271966.53,17615930.93,23729759.91,42251544.08,61464803.31,94799020.31,125239146.4,154834347.5,187442502.3,229869358.7,307353296.3,443742331.3,562918167.8,533763595.1,553753520.4,727778284.3,754544054.2,738988752.2,951599169.8,1476502472,1864978672,1826368554,2086912120,2090843886,1997772195,1959225785,2036914252,2404876993,2609469948,3056343815,2361177501,3027160280,3000196009,2671112100,2836767913,3667669549,4444139019,5249438114,5297497556,5963543364,4999047884,3573059776,5579516015,7668392267,7082259014,9167950565,9480509353,7183591667,8236799618,6912354794,7532892157,6203255887,4681133360,
Central African Republic,CAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,26101663.53,32618432.43,30610513.53,32650875.61,40403674.37,40806179.2,44773980.94,43089273.25,65799813.95,51399881.37,60397792.93,60030783.73,57429311.31,77607282,78051053.01,80012173.79,100096590.7,127861435.8,142999429.7,157199556.6,201027829,169417064.6,165958843.5,159064482.5,149211719.4,190340624.5,204099901.3,214306676.8,224453261.8,250535801.1,245892968.9,242234415.4,238129779.6,218665883.1,199169783.7,247850138.4,216376660.5,252105044.4,219168752.4,192136061.3,186767826.2,160016888.5,158999419,208312702.5,178103975.5,178779525.7,209279918.9,239933929.6,219347920,203464465.5,249093411.1,320054001.2,289922972.3,253274147.2,315975075.2,289437776.7,270502000,357682917.1,354024715.4,349974476.7,353021266.3,357002527.9
Canada,CAN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,7215712237,7439414166,8094515611,9398224064,9996446867,11675300777,13131449205,15002668948,16551276495,19265001436,20913052090,24070108092,29896010399,38617586912,38302202123,44942190669,48202162670,53813447883,64212907632,75584160109,81065977146,79268055443,85210159039,99654852907,1.00873E+11,1.02285E+11,1.1263E+11,1.32708E+11,1.42066E+11,1.49462E+11,1.49171E+11,1.55724E+11,1.68751E+11,1.90115E+11,2.1874E+11,2.33946E+11,2.49766E+11,2.53785E+11,2.83991E+11,3.29259E+11,3.10668E+11,3.04706E+11,3.3015E+11,3.83241E+11,4.32369E+11,4.67052E+11,5.02771E+11,5.34151E+11,3.91986E+11,4.71737E+11,5.50164E+11,5.54965E+11,5.60109E+11,5.73083E+11,4.95747E+11,4.81358E+11,5.18767E+11,5.56939E+11,5.55851E+11,4.83153E+11,6.10975E+11
Central Europe and the Baltics,CEB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28467E+11,1.36155E+11,1.43469E+11,1.58098E+11,1.53027E+11,1.65216E+11,1.83199E+11,2.0667E+11,2.64123E+11,3.45757E+11,4.13029E+11,5.02255E+11,6.40467E+11,7.62068E+11,6.01604E+11,6.88408E+11,8.23582E+11,7.99006E+11,8.56935E+11,9.0213E+11,8.01864E+11,8.32611E+11,9.4287E+11,1.05799E+12,1.05617E+12,1.00393E+12,1.2312E+12
Switzerland,CHE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,10331372056,11793382278,14241967638,19327897181,23430447421,25938510440,29019016643,33814096110,45267131991,51230107656,56790293609,54170163425,51020121164,49349190605,51730179172,52984623336,69865769637,82062165370,91331979088,93316837826,1.1004E+11,1.07127E+11,1.14018E+11,1.1101E+11,1.20724E+11,1.41245E+11,1.39562E+11,1.37112E+11,1.39547E+11,1.39294E+11,1.43554E+11,1.43764E+11,1.50068E+11,1.72631E+11,2.07103E+11,2.2523E+11,2.50102E+11,3.02274E+11,3.58529E+11,3.21646E+11,3.88603E+11,4.75818E+11,4.66527E+11,5.08771E+11,4.68616E+11,4.38119E+11,4.56827E+11,4.58473E+11,4.86601E+11,4.7954E+11,4.68967E+11,5.68557E+11
Channel Islands,CHI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,536608944.1,525717060.8,614812442.9,697065976.8,732786384.7,800181243.4,1014234414,985193067.1,981819346,1347031542,1310155209,1179623639,1133195225,2239538316,3166342379,1837931193,2476026427,2754528077,3169044747,4824713525,6292627054,5363825291,4713939511,4767971203,4474125375,4647193726,5161066967,6308060063,8456167150,10071482715,10760217715,11842675066,13312092910,12758599162,15656361049,21025141439,20390404617,22184928392,20616556134,21400586959,23571802465,22776267089,22675178339,26824302168,39320335104,49140735174,67482975919,77878712906,73954057560,63620890216,82291626068,94686096591,90427251746,88959111212,85613841161,70787389826,69612075674,78297990798,84275554762,77541641202,79693816697,1.01113E+11
China,CHN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2571289301,1937606629,1913234219,2031034203,2250385896,2563165164,2680965147,2388496222,2339751401,2429116906,2307254854,2782516858,3692485858,5876143561,7107893127,7688998817,6943442876,7519646894,6813008130,9204347826,11300000000,14587301587,16324708464,16620333602,20518995638,25772442515,26223846553,28435553708,34405454469,31394221978,44932593282,51511461986,57870749262,53358340207,1.04607E+11,1.3187E+11,1.54812E+11,1.87447E+11,1.88748E+11,1.98697E+11,2.53095E+11,2.7206E+11,3.33002E+11,4.47958E+11,6.07357E+11,7.73339E+11,9.91731E+11,1.25806E+12,1.49787E+12,1.26266E+12,1.65482E+12,2.0063E+12,2.17508E+12,2.35425E+12,2.46284E+12,2.36209E+12,2.19997E+12,2.4242E+12,2.65559E+12,2.62894E+12,2.72325E+12,3.54855E+12
Cote d'Ivoire,CIV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,187017625.6,218194462.1,221930221.9,258264752.5,330533040.4,338691189.4,372845096.3,392274949,521479828.1,500460465.2,520616448.6,510247597.6,619773363.3,896858189.6,1402963862,1430151941,1946009762,2670550446,2885366742,3163759568,3561631199,2966163294,2756185695,2527383751,3100078388,3263789748,3617154651,3372301472,3126609547,3125624092,3421191368,3149019076,3558855924,3252142526,3369268837,4593584282,5069827692,5082544215,5333495747,5423051765,4606906228,4617823320,5662064520,6107969838,7086390961,7662724022,8302651689,8769226066,10568913641,12000250100,11703513652,12946046920,12699450564,12469057451,13752705786,12532872743,11796835872,12855832026,13134192042,13918496154,13221572947,18145707206
Cameroon,CMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,193421264.7,178688846.9,193088729.8,231454649.2,257346646,301733227.7,284721077.2,305521604,393469100.8,548805227.7,648117760.1,656202819.4,850701159.3,1103006806,1247640072,1861186375,1445617224,2195884579,2088376341,2447933869,2858133865,2760485228,2178543425,1961804127,2280376110,2485421378,2367905979,2480390373,2652315297,1912336292,2348799652,2691569130,2875461241,2483240084,2247078405,2626514742,2766983704,2854249167,3104136132,3868330460,4340055361,5055972842,6455517217,7485407539,5469950516,6153122434,7421774032,7200041493,7973145800,8590854825,6760653982,6407809849,6624480524,7489599808,7874725001,6134977223,8037426963
"Congo, Dem. Rep.",COD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316878616,1607380673,1731595952,1142032617,1852289978,1113537727,2185507246,891666666.7,1367800838,2145055691,2340567899,2745153231,3136077075,6539494271,7723022252,5000335250,8865916412,10210736241,9027202464,11910414647,13226085525,10458963519,12175706332,11668171385,16081551351,13335506552,13935285671,21651289631
"Congo, Rep.",COG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,26943546.43,29515424.45,50771655.42,62818525.2,70846987.31,71410810.77,65939853.03,72357447.74,76343640.58,85012891.11,95512627.98,104954866,116257095.7,171385616.3,311584817.8,275298406.7,304665659.8,348827333.7,384211648.3,568348371,1023762094,1156656681,1194134307,1215274929,1351850301,1227120964,736631970.1,958951542.2,898779925.8,1159530945,1449116806,1134481546,1193589826,1149866812,1035379950,1369151207,1739316143,1755897583,1487018190,1702267046,2591933855,2165209455,2473412895,2831441510,3750252270,4987839333,6253140819,6014868758,8551335528,6269575235,9010344987,11524199125,10276401652,9506330382,9521187263,5080489798,4598648630,6442159173,9709769081,9408766649,,
Colombia,COL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,632672494.3,589865537.3,605741204.4,579510844.4,714265144.4,699047619,541851851.9,653146477.1,701707004.2,808812068.1,955259648,935820962.9,1149373248,1539558029,1798616360,2071845445,2615131863,3283905564,3867783604,4251544715,5416924889,4312469260,4252517718,4050952668,4546303965,4818142149,6582202894,6165155373,6386221631,7118228011,9024672480,9389847563,9649972063,10089611943,12254186688,13444770139,14767813599,15829917577,14773797430,15812211475,15897088339,15111975249,14513777087,15687092170,19635451078,24713096696,28652692001,33882152641,43859076278,38170172499,46826832158,64565472466,69774771037,69111202876,63397044931,45930514341,41623750619,47235694691,53136579306,51271147230,36465851250,51270596215
Comoros,COM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,18752561.79,17348160.36,16259717.26,16931592.38,16319833.03,17384173.77,24669148.12,29823580.69,31499531.47,30175018.87,37963362.56,37475474.51,40417152.77,40016216.97,28203731.61,35209696.84,34997132.88,32203525.73,32703609.92,33793543.43,31027529.96,33446307.77,37638993.56,48323485.23,55994447.58,57775592.89,61714688.82,71414384.22,75279521.67,84304807.13,87519203.27,101862710.8,90876019.44,101000284.3,111239529.3,97918670.09,108098877.2,128229503.8,153462152.2,152645352.9,68870584.18,87766961.3
Cabo Verde,CPV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,24288324.3,29942601.56,32243019.35,34103853.2,30064775.4,31179559.04,33573415.15,42578568.1,44159711.38,51418167.41,52576490.8,52976389.2,61728160.19,65033421.61,61175342.83,83482492.55,101395543.1,134631485.1,118975529.2,124265005.5,145630289.3,167834263,202095934.4,255294474.1,295820489.5,367187288.2,500015668.8,545279858.9,660191834.3,531989156.8,543735621.9,662759015.6,704245132.6,749300524.2,750676237,717082167.8,735543570.4,812736072.8,962654298.7,1003790837,423385851.9,476614904.2
Costa Rica,CRI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,107517342.9,102289846.3,108885580.7,113065968.9,132494248.2,133796226.4,160407547.2,174037735.8,214867924.5,227033962.3,274128301.9,288614205.1,374287867.4,470903291.8,552345523.3,589474912.5,697444574.1,948424737.5,992882147,1086476079,1279264877,1135278198,1175166481,1134009179,1258544845,1204104950,1384953405,1433877649,1570096319,1830043151,1952841381,2403995651,3021544792,3453398970,3763146932,4414827042,4672770399,5248818523,6015987690,6066566857,6445399583,6471720165,6502965357,7024720849,7855095380,8710569531,9839017111,10910386063,11953067007,10647948764,12363101561,13886078378,14949440014,15586345072,16313862273,16930124512,18395633885,19826679615,21059634129,22111572397,19601771162,23226248401
Caribbean small states,CSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1857363400,2255959900,2654199161,3258402051,3719910244,4251739756,4499232765,4635330843,5819724675,6377068904,6521956667,6565420000,6838236471,7224138184,7766066363,7725366416,7687511279,8295404426,8794332850,8421585288,8662106516,5332907602,3736544459,2951182568,3766477027,4078053747,3831000000,3785600000,3668100000,4123500000,4318900000,4193000000,3872000000,4649900000,6120800000,8962900000,9138888889,11035092593,11580000000,10036111111,13443518519,17319000000,18659000000,18593000000,17812000000,14941000000,13690000000,14093000000,14530000000,12632000000,8769000000,
Curacao,CUW,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158100559,2369776536,2170670391,2281675978,1970670391,1790726257,,,,,
Cayman Islands,CYM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824312973,3959078363,4128045122,3372614905,
Cyprus,CYP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,173853062.6,286578511.6,351377554.1,408069622.4,575808862.3,975007960.2,1048990795,1099530333,1089019577,1245251944,1184542898,1391979209,1751888794,2057181807,2348366627,2879463636,2716934975,3418539505,3129819788,3541279881,6631689521,7029131744,6605714937,7040542986,7025878101,6986380773,7092287796,7126828846,8402847112,9853627500,10265955727,10726039393,12765499589,13945071041,12641150320,12963934774,14746191537,13816180136,14665650153,15289807360,13909862421,14780335400,16910634885,19160839632,19471734020,18711796688,22453925488
Czechia,CZE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13409039102,11474470977,13872829183,16321369053,17751255168,24185606631,25697102987,25027225177,28093534317,27868246879,29733777254,33128639673,36991594021,46770321529,68363528121,84772805062,1.01377E+11,1.25713E+11,1.4908E+11,1.21028E+11,1.37031E+11,1.62581E+11,1.57993E+11,1.61005E+11,1.71579E+11,1.51477E+11,1.55265E+11,1.72776E+11,1.9159E+11,1.86582E+11,1.74171E+11,2.0492E+11
Germany,DEU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,32653136322,36398285284,43630361283,61171397731,81209935001,83951059703,93928512506,1.07969E+11,1.30595E+11,1.57096E+11,1.76956E+11,1.61174E+11,1.62072E+11,1.56383E+11,1.57535E+11,1.68036E+11,2.22719E+11,2.68502E+11,2.95521E+11,3.11964E+11,4.04576E+11,4.42284E+11,4.73096E+11,4.20757E+11,4.65507E+11,5.68725E+11,5.70871E+11,5.60967E+11,5.91248E+11,5.9174E+11,6.00908E+11,6.19631E+11,6.77432E+11,8.20831E+11,1.0051E+12,1.0835E+12,1.24079E+12,1.48406E+12,1.6404E+12,1.30037E+12,1.44708E+12,1.68933E+12,1.63332E+12,1.69584E+12,1.77418E+12,1.5754E+12,1.59867E+12,1.74072E+12,1.8813E+12,1.8129E+12,1.66999E+12,2.00425E+12
Djibouti,DJI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197791277,3507482741,3525582233,2703006398,4146589317,4563067955,5149667175,3682879345,
Dominica,DMA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144429629.6,147844444.4,156733333.3,147951851.9,175644444.4,188274074.1,158362963,193466666.7,272781481.5,255900000,257177777.8,213188888.9,161955555.6,,,
Denmark,DNK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,3345823849,3491604729,3642678800,4118477067,4636162800,5119658107,6134824083,8596329118,10472333426,11887428561,12587275103,14117650586,16550378631,20570160616,23118475665,22322851588,21672296937,21784408092,21450892185,22827227077,28448676060,34688518632,38843912798,39815296435,50354023850,52463311498,56509037127,52361217940,57548746187,67734639976,69550401642,65532780528,65817213019,70026519452,73620705670,75069907723,81644271220,95609830897,1.10424E+11,1.25495E+11,1.43508E+11,1.64447E+11,1.91436E+11,1.51388E+11,1.62681E+11,1.85143E+11,1.78723E+11,1.88383E+11,1.92781E+11,1.67736E+11,1.67285E+11,1.82924E+11,2.01829E+11,2.05059E+11,1.95425E+11,2.3654E+11
Dominican Republic,DOM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,172100000,152100000,196700000,195000000,202000000,144800000,160800000,187100000,199500000,227400000,266692194.1,300134133,422847716,529005316.6,749535909.4,1039406497,880982316,966710293.2,882809470,1211190560,1375636561,1634265438,1359153860,1565486937,2519773064,1319817837,1404403987,1487367353,1853156237,2050889905,2165302159,3937459744,4271216000,4760104000,5302636168,5860800311,6363926087,7050614384,7435717638,7743634113,8628001112,8164561740,8337730916,9022076949,9185102420,10136192822,10691561562,11766035397,11504530548,10149743213,12213199947,14035641484,14917450220,15775319666,16896682553,16909888522,18100528866,18945236858,20149516088,20518119287,14425187965,20500497766
Algeria,DZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1063377266,1125928865,396160175,667217111.3,729768730.6,708918190.8,789937412.7,789937412.7,891211439.9,1012740273,1073504628,936367707.5,1383774132,2220820189,5118760136,5241302552,5860031462,6414584619,6732393454,10354760932,14541095664,15338986631,13980227233,13635984130,13805836196,13664028064,8187482657,9526362559,9163454470,10369845017,14546469696,13311391352,12154184690,10880087945,9585286555,10940068840,13970025409,14889922793,10880000226,13692398973,23050163567,20085454899,20152501384,25957119969,34178449805,48714922833,57121832267,63531235749,82034752287,48533809882,61975405318,77581299983,77123007377,69659422390,65185667482,38460350139,33403107185,38496751462,45233966129,39014323824,26103356450,42040567028
East Asia & Pacific (excluding high income),EAP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5487682915,4616834626,4590352484,5117626964,5629782900,6307503291,6691968141,6424761292,6882050243,7356512679,7726064622,8629674364,10916522407,17937329050,27484789791,26550873422,30049061761,35515506999,38071443899,52574988971,67717192333,72620112502,70755055502,75074342961,84634979230,85513498091,83193800496,97687546789,1.18203E+11,1.29369E+11,1.57727E+11,1.83752E+11,2.11433E+11,2.27467E+11,3.15224E+11,3.89078E+11,4.35803E+11,4.79672E+11,4.4746E+11,4.82166E+11,5.9127E+11,5.85113E+11,6.6563E+11,8.22084E+11,1.05673E+12,1.29034E+12,1.59579E+12,1.95704E+12,2.29638E+12,1.93677E+12,2.51622E+12,3.02133E+12,3.20198E+12,3.39803E+12,3.52071E+12,3.3343E+12,3.16058E+12,3.49733E+12,3.82233E+12,3.77625E+12,3.72839E+12,4.78396E+12
Early-demographic dividend,EAR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,20278222581,22585676326,22881583227,23984247068,25315614620,26632045448,28401094356,30617218488,33934082977,38500848142,47231920401,76953197841,1.35059E+11,1.37356E+11,1.56057E+11,1.74252E+11,1.73E+11,2.39871E+11,3.18823E+11,3.39501E+11,2.98933E+11,2.74608E+11,2.63861E+11,2.48429E+11,2.11919E+11,2.47175E+11,2.74944E+11,3.05025E+11,3.70152E+11,3.84364E+11,4.15682E+11,4.3014E+11,4.78683E+11,5.59273E+11,6.36915E+11,6.81463E+11,6.39873E+11,6.92345E+11,8.50592E+11,8.07529E+11,8.45047E+11,9.6109E+11,1.20049E+12,1.4799E+12,1.74107E+12,2.01211E+12,2.37635E+12,1.89506E+12,2.43177E+12,2.82661E+12,2.90722E+12,2.89816E+12,2.8197E+12,2.38864E+12,2.37356E+12,2.67244E+12,2.9535E+12,2.90725E+12,2.46774E+12,3.24143E+12
East Asia & Pacific,EAS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,21796036657,20072512130,21275380031,23408670019,26388006581,27932919963,30303999376,32095443646,35600532900,40652015887,46642358935,55120847644,67088780205,93600207308,1.34338E+11,1.38131E+11,1.66167E+11,1.95675E+11,2.29292E+11,2.73306E+11,3.44752E+11,3.92459E+11,3.75456E+11,3.92287E+11,4.47179E+11,4.54354E+11,5.12342E+11,6.08647E+11,7.3384E+11,7.96378E+11,8.61982E+11,9.7405E+11,1.07881E+12,1.16971E+12,1.37116E+12,1.61876E+12,1.67944E+12,1.76556E+12,1.61554E+12,1.70701E+12,2.02022E+12,1.86385E+12,2.00256E+12,2.34073E+12,2.91159E+12,3.35265E+12,3.90186E+12,4.54713E+12,5.1839E+12,4.33768E+12,5.55179E+12,6.53193E+12,6.80807E+12,6.99089E+12,7.17526E+12,6.66099E+12,6.40429E+12,7.0716E+12,7.66708E+12,7.47868E+12,7.13507E+12,8.96818E+12
Europe & Central Asia (excluding high income),ECA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0703E+11,1.79769E+11,1.42177E+11,3.80433E+11,2.47817E+11,1.92384E+11,2.07124E+11,1.96224E+11,2.04609E+11,1.95731E+11,1.83332E+11,2.26979E+11,2.28308E+11,2.48914E+11,3.09291E+11,4.19373E+11,5.22836E+11,6.38282E+11,7.76728E+11,1.02265E+12,7.197E+11,8.86748E+11,1.1405E+12,1.19039E+12,1.19727E+12,1.14872E+12,8.63681E+11,7.74986E+11,9.22613E+11,1.08664E+12,1.07007E+12,8.75148E+11,1.2301E+12
Europe & Central Asia,ECS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,2.04696E+11,2.31625E+11,2.77816E+11,3.72427E+11,4.81272E+11,5.24294E+11,5.70533E+11,6.57778E+11,7.99174E+11,9.9607E+11,1.14987E+12,1.07559E+12,1.03373E+12,1.01123E+12,1.03548E+12,1.07998E+12,1.32017E+12,1.58861E+12,1.77094E+12,1.87842E+12,2.24701E+12,2.2617E+12,2.65424E+12,2.36303E+12,2.55803E+12,3.09017E+12,3.18218E+12,3.19388E+12,3.30159E+12,3.31587E+12,3.46357E+12,3.5043E+12,3.74692E+12,4.47304E+12,5.41655E+12,5.97369E+12,6.81213E+12,8.0214E+12,9.065E+12,7.16892E+12,7.99688E+12,9.42551E+12,9.20803E+12,9.5941E+12,9.79925E+12,8.60696E+12,8.58709E+12,9.44171E+12,1.04469E+13,1.02902E+13,9.34191E+12,1.14696E+13
Ecuador,ECU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,197583745.9,157101028.7,155487287,168447595.4,199730280.6,214348750.2,254730107.4,258096721.2,285128679.3,264625851,270255549.7,291407689.2,395314498,695769524.1,1494867580,1242549629,1457947882,1797611703,1756420958,2538499855,3066326874,3188264326,2921017219,2668860345,2938789738,3375176925,2393509353,2142867205,2480622111,2817483589,3469125960,4021964982,4366816408,3794531266,4605277639,5201004502,5618746373,6064677339,5006507254,5181939970,5888259130,5682217000,6135846000,7329307000,8984844000,11463499000,14196499000,16287685000,21100364000,15785663000,19402439000,24671849000,26522271000,27243506000,28536122000,21107369000,19492639000,21727767000,24314052000,24917131000,21702981000,27803104000
"Egypt, Arab Rep.",EGY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,847750109.2,862076408.4,943166740.4,700000000,877723970.9,1091183120,1140015302,1182006205,1366851945,1879700810,2113327488,2285998014,3108577443,2947998787,4774142857,6612494097,6853648649,7282512315,7101280559,6987744571,7119673333,5706267540,5106048704,6076093129,7073523337,8748317631,10269192423,11885776186,12034813926,11714116251,13565319965,14033018868,14778761062,13754427391,13653789443,16174959636,16900269542,15595505618,17500000000,22240259740,27188019967,32173913043,39457092820,53800000000,47205081670,46751361162,48537005164,45766666667,49085271318,43529411765,43423180593,34392638037,37289402174,47225661227,53041002278,47872738615,44850223072
Euro area,EMU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,1.21428E+11,1.37722E+11,1.69066E+11,2.29042E+11,2.99011E+11,3.23737E+11,3.53767E+11,4.0862E+11,4.95928E+11,6.20402E+11,7.04669E+11,6.5292E+11,6.30285E+11,6.18222E+11,6.31077E+11,6.5482E+11,8.23276E+11,9.89457E+11,1.10666E+12,1.18221E+12,1.46702E+12,1.51782E+12,1.6515E+12,1.51991E+12,1.69781E+12,2.08254E+12,2.13548E+12,2.11314E+12,2.21704E+12,2.23105E+12,2.28096E+12,2.31805E+12,2.48603E+12,2.97959E+12,3.57147E+12,3.84287E+12,4.31143E+12,5.10982E+12,5.66655E+12,4.54513E+12,4.94937E+12,5.73057E+12,5.52172E+12,5.789E+12,6.01163E+12,5.37095E+12,5.44993E+12,5.98427E+12,6.58038E+12,6.45501E+12,5.91345E+12,7.17863E+12
Eritrea,ERI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54502214.56,142966419.3,148977272.7,129406250,202746708.2,203302823.7,110594955.1,65684566.89,68310441.56,81308766.97,85922669.11,56064210,64052293.74,67725792.07,83564227.64,76071544.72,61125203.25,84082757.72,101385281.3,374897684.6,,,,,,,,,,
Spain,ESP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,4972693130,6066773653,7887709034,10475953741,12825214883,14204585507,14892643621,17551967141,22290496962,29409382747,33264230680,33024130474,33274590338,32609483759,36663185676,37722088063,45733713912,56497570408,65086234824,68859531975,84372755468,90965543635,1.0213E+11,92985054255,1.07763E+11,1.34151E+11,1.48003E+11,1.51472E+11,1.61627E+11,1.67308E+11,1.70913E+11,1.74924E+11,1.88203E+11,2.3258E+11,2.71668E+11,2.8819E+11,3.18141E+11,3.83016E+11,4.18148E+11,3.43959E+11,3.69061E+11,4.37327E+11,4.16702E+11,4.4669E+11,4.59121E+11,4.02039E+11,4.17712E+11,4.6135E+11,4.99658E+11,4.86934E+11,3.92403E+11,4.97711E+11
Estonia,EST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573466526,2848889768,2967518489,2932836520,3627803201,4178072088,4022130537,3504490924,3831095694,4270175191,5644211834,7418642236,9230780997,10769819345,14052834656,16160988721,11949522089,14652236229,20104199024,19844301075,21239933055,21804108132,17725575722,18537893089,20411337064,22705286492,22988200837,21815591600,29200476815
Ethiopia,ETH,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331910670,5962716169,5948437727,6474164234,6047701985,5804111647,6238595145,7055599390,7615437261,7672983061,8448635570
