Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/16/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510390863,1568831169,1434345507,1328486402,1391840132,1724545403,1783081345,1881082348,2104878097,1998198333,2159393245,2303914532,2444524287,2722752389,3437836536,4367991087,5444343626,7802810227,9876359205,8373894148,9102915079,10133530953,10278417927,10979508122,11334720299,9606433610,9465980642,10645440263,11372553640,13075067474,11558005590,12241608274
American Samoa,ASM,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528000000,553000000,584000000,591000000,599000000,604000000,648000000,673000000,704000000,748000000,749000000,759000000,806000000,831000000,783000000,784000000,821000000,821000000,863000000,
Antigua and Barbuda,ATG,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374592592.6,446444444.4,474370370.4,538370370.4,539111111.1,550703703.7,601037037,622222222.2,677925925.9,680962963,729111111.1,761703703.7,884370370.4,1008370370,1172296296,1182518519,906148148.1,984592592.6,1009703704,1104740741,1087851852,1115158037,1107565815,1141769481,1105458481,1099228000,1082385889,1088446037,
Australia,AUS,Final consumption expenditure (current US$),NE.CON.TOTL.CD,12805465338,13654384590,14162840184,15097995296,16370254228,17904580580,19280994512,20959793930,23047373726,25025198790,27841863591,30954194199,35969626168,44144778988,60565954311,70850744231,77554519097,81994723560,89843221295,1.0004E+11,1.09899E+11,1.30846E+11,1.43511E+11,1.38048E+11,1.45707E+11,1.34105E+11,1.37587E+11,1.43651E+11,1.73518E+11,2.15588E+11,2.25514E+11,2.45826E+11,2.53921E+11,2.40982E+11,2.4562E+11,2.7944E+11,3.03418E+11,3.25845E+11,3.00416E+11,2.96725E+11,3.15292E+11,2.89949E+11,2.98714E+11,3.55823E+11,4.64301E+11,5.22907E+11,5.55557E+11,6.3284E+11,7.79981E+11,6.71288E+11,8.50492E+11,1.01341E+12,1.12026E+12,1.15733E+12,1.07925E+12,1.01565E+12,9.27513E+11,1.00031E+12,1.07264E+12,1.03308E+12,9.79981E+11,1.12733E+12
Austria,AUT,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,10651480286,12422926534,15172431097,20296424204,24362060512,29410477206,31918580195,38658675381,45784318203,54189755018,60713814082,53576120615,54166552392,55688392830,51780268895,52919495211,74951989184,93792272529,99719460604,98675790952,1.22942E+11,1.27819E+11,1.45479E+11,1.43402E+11,1.52935E+11,1.79641E+11,1.78113E+11,1.58238E+11,1.61201E+11,1.59632E+11,1.44192E+11,1.44354E+11,1.55176E+11,1.91625E+11,2.1932E+11,2.3124E+11,2.43714E+11,2.7539E+11,3.07178E+11,2.97967E+11,2.90262E+11,3.16323E+11,3.00175E+11,3.16529E+11,3.23969E+11,2.76717E+11,2.84658E+11,3.00421E+11,3.24284E+11,3.16061E+11,3.09019E+11,3.40437E+11
Azerbaijan,AZE,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217522654,6171437903,364000000,1504560000,1206264968,2348249688,3166802278,3450257182,4231196692,4186893204,4195127403,4288950929,4695947336,5264840648,5964485601,6959699598,9577233042,14232024240,20484177215,23864269719,26583727884,31251994428,34839867617,38703632887,42380211654,36673531134,27090618537,28167731815,30438294118,33062058824,32918352941,36014411765
Burundi,BDI,Final consumption expenditure (current US$),NE.CON.TOTL.CD,185499996,192499998,204750008,234499994,241499996,153302518.5,157914285.7,168016000,173822857.1,179073142.9,233997714.3,248109714.3,247196571.4,295224052.2,351230476.2,434231111.1,420781449.3,484565555.6,576552222.2,732755555.6,925216666.7,929201111.1,1035898889,1005771920,924731434.3,1102818748,1189088040,1056578768,1064298996,1077552519,1192841085,1216172325,1192310456,997193202.6,1028965791,1080347659,884009691.5,958376614.2,935500210.2,828305770.5,932592161.6,930606970.9,894344321.1,837576963.4,982286417.5,1167383133,1391633735,1492003057,1818006094,1846035358,2091872319,2438257396,2519426614,2789460140,3014241346,3036966196,2666697458,2749784849,2769852492,2698804066,2953700807,3067603582
Belgium,BEL,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,18152097620,20689251706,25989861608,33667450838,39369751450,48424846989,52419752351,62233075971,76598679390,89710228398,98382243068,84167500000,74446120431,70636818146,66551468165,69106889055,94937381253,1.17436E+11,1.23257E+11,1.22619E+11,1.52792E+11,1.59255E+11,1.7633E+11,1.68441E+11,1.82236E+11,2.14173E+11,2.09952E+11,1.86538E+11,1.91341E+11,1.89436E+11,1.73693E+11,1.74527E+11,1.90365E+11,2.34356E+11,2.67455E+11,2.78804E+11,2.93894E+11,3.35586E+11,3.79669E+11,3.6517E+11,3.61888E+11,3.95596E+11,3.78302E+11,4.006E+11,4.07138E+11,3.46539E+11,3.54922E+11,3.74583E+11,4.07042E+11,3.98492E+11,3.88107E+11,4.34158E+11
Benin,BEN,Final consumption expenditure (current US$),NE.CON.TOTL.CD,213906329.7,222187328.1,227419484.8,246771978.5,264125062.4,286605624.6,304655655.1,307083356.2,317731952.1,320799630.8,325928846.3,334272715.9,406442394.8,490315140.4,537719935.7,674045197.9,708081743.7,756432224.6,947013930.9,1191963466,1494471312,1450594199,1200723742,1100736545,1036126196,1088126871,1369172271,1605474297,1663119884,1494668295,1828593080,1884368724,1638375445,2147066590,1437376833,1901515300,2029828328,1946531714,2142131843,3315010760,3172537351,3327730669,3753160651,4769604354,5426222865,5913687232,6385944941,7241960988,8784834750,8762912072,8551169824,9522954867,9767290380,10664852991,11045953244,9860273401,9870745400,10555708290,11532613719,11339278597,12435849105,
Burkina Faso,BFA,Final consumption expenditure (current US$),NE.CON.TOTL.CD,315786758.4,331867484.4,358721158.3,371707393.5,378682699.3,386076149.6,398975005.5,425164842.9,432533789.3,450435115.9,428139408.3,444753337.6,520904996.5,594598509.9,618140526.1,857887305.9,856232356.5,1073247408,1387619178,1691370479,1917941905,1781258671,1706996189,1542516456,1394853465,1523792851,2033126936,2310580748,2546542362,2471390912,2933081944,2873442639,3067299404,2951975312,1585596574,2106849521,2382429901,2163729063,2556640929,3431946846,3053348723,3191140166,3627063125,4573328766,5353540216,5957345098,6355437317,7231591290,8917874463,8763443541,8699439015,10024561187,10474561511,11585218525,11948789739,10349257296,10942456501,11892471059,13140878554,13140485662,,
